time,E,C
1870-01-16,-0.95122,-0.95308
1870-02-16,0.70918,-2.90027
1870-03-16,1.1538,-2.78057
1870-04-16,1.34047,-3.02375
1870-05-16,0.67983,-2.97031
1870-06-16,-0.59499,-1.95099
1870-07-16,-1.08806,-1.71776
1870-08-16,0.444,-1.78345
1870-09-16,-0.21598,-1.69539
1870-10-16,-1.01232,-1.78212
1870-11-16,-1.12406,-1.50892
1870-12-16,-0.8409,-1.63746
1871-01-16,-0.68253,-1.26356
1871-02-16,0.31949,-1.54105
1871-03-16,0.73326,-1.071
1871-04-16,0.59553,-0.6016
1871-05-16,-0.11235,-0.60825
1871-06-16,0.26257,-0.75498
1871-07-16,0.45107,-0.75637
1871-08-16,0.30558,-0.5383
1871-09-16,0.28668,-0.44285
1871-10-16,0.5017,-1.16618
1871-11-16,0.3913,-1.19232
1871-12-16,-0.60015,-0.86819
1872-01-16,-0.62871,-0.90929
1872-02-16,-0.64352,-0.89695
1872-03-16,-0.49218,-1.02616
1872-04-16,-0.52233,-1.13881
1872-05-16,-0.90079,-0.96525
1872-06-16,-0.83286,-1.11599
1872-07-16,-0.58649,-0.09625
1872-08-16,-0.09378,-1.71228
1872-09-16,0.25368,-1.70674
1872-10-16,0.25314,-2.33721
1872-11-16,-0.25902,-2.18842
1872-12-16,-1.79291,-1.63542
1873-01-16,-0.48546,-1.88493
1873-02-16,-1.49045,-1.81651
1873-03-16,-2.12015,-1.38139
1873-04-16,-2.5767,-0.93247
1873-05-16,-0.71199,-1.18864
1873-06-16,0.12956,-1.27738
1873-07-16,0.13361,-0.94002
1873-08-16,-0.13756,-0.56734
1873-09-16,-0.96964,-0.54272
1873-10-16,-1.06766,-1.15274
1873-11-16,-1.18867,-0.90318
1873-12-16,-1.13724,-0.82783
1874-01-16,-0.96374,-1.28091
1874-02-16,-1.14201,-1.55622
1874-03-16,-0.85795,-1.75899
1874-04-16,-0.92405,-1.49605
1874-05-16,-1.28342,-1.64173
1874-06-16,-1.96682,-1.05282
1874-07-16,-1.12287,-1.29647
1874-08-16,-0.5585,-1.34874
1874-09-16,-0.39696,-1.48054
1874-10-16,-1.64832,-1.13284
1874-11-16,-1.63012,-1.41249
1874-12-16,-1.42944,-1.3003
1875-01-16,-0.66226,-0.93587
1875-02-16,-0.22169,-1.08505
1875-03-16,-0.48433,-0.80126
1875-04-16,-0.88354,-0.96886
1875-05-16,-1.25781,-0.73906
1875-06-16,-1.24203,-0.82302
1875-07-16,-0.90153,-0.90241
1875-08-16,-0.72305,-1.11968
1875-09-16,-0.52665,-1.24222
1875-10-16,-0.34292,-1.50591
1875-11-16,-0.49349,-1.41795
1875-12-16,-0.66135,-1.33655
1876-01-16,-1.74194,-0.65609
1876-02-16,-1.8416,-1.00204
1876-03-16,-1.49865,-1.22782
1876-04-16,-1.40961,-1.58123
1876-05-16,-1.38039,-1.60836
1876-06-16,-1.27466,-0.39965
1876-07-16,-0.6936,-0.23246
1876-08-16,-0.32654,-0.65285
1876-09-16,0.51315,-1.09649
1876-10-16,0.94334,-0.73097
1876-11-16,0.96038,-0.63853
1876-12-16,1.12568,-0.49317
1877-01-16,1.15543,-0.29763
1877-02-16,0.80236,-0.20396
1877-03-16,0.50517,0.18095
1877-04-16,2.4321,-0.53327
1877-05-16,2.40214,-0.69009
1877-06-16,2.99294,-0.72425
1877-07-16,3.06344,-0.11778
1877-08-16,2.8252,0.74388
1877-09-16,3.02418,0.73534
1877-10-16,3.18904,0.69981
1877-11-16,3.40489,0.87486
1877-12-16,3.54349,0.936
1878-01-16,3.18377,1.26686
1878-02-16,2.8827,1.52939
1878-03-16,2.10514,-0.0609
1878-04-16,0.24265,0.88476
1878-05-16,0.4723,0.69872
1878-06-16,0.42793,-0.61468
1878-07-16,0.53577,-1.39537
1878-08-16,0.89942,-1.41077
1878-09-16,0.79168,-1.73523
1878-10-16,0.66549,-1.95666
1878-11-16,0.88351,-2.2217
1878-12-16,0.42601,-1.94018
1879-01-16,0.86081,-1.81851
1879-02-16,-0.40429,-0.56155
1879-03-16,0.15744,-1.28222
1879-04-16,0.13227,-1.31991
1879-05-16,-0.02295,-1.39582
1879-06-16,-0.23121,-1.66402
1879-07-16,0.12752,-2.09054
1879-08-16,0.46524,-2.21297
1879-09-16,0.54844,-2.12683
1879-10-16,0.0938,-2.18912
1879-11-16,-0.40751,-2.06306
1879-12-16,-0.54282,-1.73464
1880-01-16,-0.58096,-2.00767
1880-02-16,1.3496,-2.14697
1880-03-16,1.0298,-1.40908
1880-04-16,1.22624,-1.74799
1880-05-16,0.425,-0.86666
1880-06-16,-0.05428,-0.65446
1880-07-16,-0.0383,-0.53345
1880-08-16,0.30468,-0.85985
1880-09-16,0.49054,-0.87182
1880-10-16,0.73532,-0.76229
1880-11-16,0.74501,-0.66327
1880-12-16,0.29385,-0.50141
1881-01-16,0.30621,-0.18364
1881-02-16,0.11123,-0.02247
1881-03-16,-0.03983,0.5147
1881-04-16,-0.31963,0.48184
1881-05-16,-0.34831,0.33576
1881-06-16,-0.24682,-0.03331
1881-07-16,-0.57841,-0.12655
1881-08-16,-0.98915,-0.10685
1881-09-16,-0.83935,-0.33067
1881-10-16,-0.77474,-0.61553
1881-11-16,-1.51637,-0.23043
1881-12-16,-1.85987,0.67021
1882-01-16,-1.41696,0.59584
1882-02-16,-1.15424,0.58563
1882-03-16,-1.19846,0.89851
1882-04-16,-1.21039,0.86649
1882-05-16,-1.51929,0.71934
1882-06-16,-2.08595,0.06431
1882-07-16,-1.66133,-0.41059
1882-08-16,-1.56372,-0.33475
1882-09-16,-1.05052,-0.93733
1882-10-16,-0.42595,-1.17251
1882-11-16,-0.70484,-1.05897
1882-12-16,-0.74276,-0.83722
1883-01-16,-0.72433,-0.44415
1883-02-16,-0.51447,-0.00577
1883-03-16,-0.19403,0.16636
1883-04-16,0.2208,0.26589
1883-05-16,-0.04186,-0.08076
1883-06-16,-0.40389,-0.25732
1883-07-16,-0.77915,-0.02823
1883-08-16,-0.34942,-0.65345
1883-09-16,-0.21446,-0.78644
1883-10-16,0.2607,-0.85868
1883-11-16,0.42258,-0.75527
1883-12-16,-0.45478,-0.50299
1884-01-16,-0.70632,0.29338
1884-02-16,-0.59776,0.4595
1884-03-16,-0.37316,0.03801
1884-04-16,-0.36606,-0.12036
1884-05-16,-0.15243,0.27119
1884-06-16,-0.07339,-0.06426
1884-07-16,-0.3197,-0.05124
1884-08-16,0.59552,-0.94396
1884-09-16,0.75056,-0.31208
1884-10-16,0.47847,-0.27242
1884-11-16,0.61434,-0.23438
1884-12-16,0.53379,-0.10722
1885-01-16,0.26649,-0.00674
1885-02-16,0.00233,-0.18538
1885-03-16,-0.58461,0.21868
1885-04-16,-0.70534,-0.02315
1885-05-16,-0.6918,0.00032
1885-06-16,-0.31745,-0.44023
1885-07-16,-1.22071,0.0155
1885-08-16,-0.41702,-0.00601
1885-09-16,-0.12597,0.44023
1885-10-16,-0.24231,0.97802
1885-11-16,0.39964,0.4766
1885-12-16,0.31458,0.35006
1886-01-16,0.16521,0.0454
1886-02-16,-0.8995,0.01133
1886-03-16,-1.45261,-0.17608
1886-04-16,-1.54263,-0.12376
1886-05-16,-1.23234,-1.10686
1886-06-16,-0.94212,-2.04991
1886-07-16,-0.8257,-1.88342
1886-08-16,-0.85467,-1.80267
1886-09-16,-0.31553,-1.84334
1886-10-16,-0.13812,-2.29288
1886-11-16,0.00958,-2.7924
1886-12-16,0.51172,-3.76116
1887-01-16,0.46858,-3.72362
1887-02-16,0.30315,-3.44829
1887-03-16,0.29612,-2.91374
1887-04-16,0.58353,-2.43846
1887-05-16,0.1835,-2.23865
1887-06-16,-0.09501,-1.67539
1887-07-16,0.01447,-1.4494
1887-08-16,0.39446,-1.36386
1887-09-16,0.34462,-1.20965
1887-10-16,0.10991,-0.98169
1887-11-16,-0.34419,-0.28048
1887-12-16,-0.13783,-0.28331
1888-01-16,0.05176,0.06557
1888-02-16,-0.31857,0.65712
1888-03-16,0.06064,0.42115
1888-04-16,0.5604,0.00187
1888-05-16,1.2691,-0.37571
1888-06-16,1.15183,-0.22337
1888-07-16,1.13636,-0.22029
1888-08-16,1.47045,-0.37751
1888-09-16,1.31518,0.7648
1888-10-16,1.30976,1.10987
1888-11-16,1.93884,0.54575
1888-12-16,1.94927,0.87039
1889-01-16,1.61409,1.41927
1889-02-16,1.24307,1.52098
1889-03-16,0.90564,0.82544
1889-04-16,0.63114,0.38683
1889-05-16,-0.12706,0.20896
1889-06-16,0.10846,-0.92726
1889-07-16,-0.612,-1.36318
1889-08-16,-0.40721,-2.09739
1889-09-16,-0.6289,-2.21565
1889-10-16,-0.39497,-2.91896
1889-11-16,-0.44025,-2.53689
1889-12-16,-0.15425,-2.58917
1890-01-16,-0.03411,-2.81928
1890-02-16,-0.26701,-3.12391
1890-03-16,-0.7348,-1.84415
1890-04-16,-0.60715,-1.60871
1890-05-16,-0.41483,-1.25951
1890-06-16,-0.54547,-1.13941
1890-07-16,-1.23618,-1.01466
1890-08-16,-0.95513,-1.25752
1890-09-16,-0.74883,-1.61811
1890-10-16,-0.9118,-1.61728
1890-11-16,-1.29689,-1.53291
1890-12-16,-0.74362,-0.72269
1891-01-16,-0.15565,-0.36492
1891-02-16,0.08821,-0.54473
1891-03-16,0.47904,-0.76103
1891-04-16,1.12096,-0.37131
1891-05-16,0.96711,-0.40851
1891-06-16,1.00844,-0.67158
1891-07-16,0.76457,-0.72057
1891-08-16,0.16433,-0.75817
1891-09-16,-0.16116,-0.78816
1891-10-16,-0.28916,-0.5297
1891-11-16,-0.19821,-0.37982
1891-12-16,-0.04604,-0.6434
1892-01-16,0.34849,-1.04717
1892-02-16,0.09617,-0.85952
1892-03-16,-0.91936,-0.76149
1892-04-16,-1.12573,-0.66229
1892-05-16,-1.43389,-0.64231
1892-06-16,-1.33339,-1.22131
1892-07-16,-1.82939,-0.71122
1892-08-16,-1.66051,-1.24917
1892-09-16,-1.81384,-1.5391
1892-10-16,-1.6963,-1.95617
1892-11-16,-1.68024,-1.86531
1892-12-16,-1.65894,-1.63327
1893-01-16,-1.67391,-1.28784
1893-02-16,-1.66412,-1.13228
1893-03-16,-1.52208,-1.27207
1893-04-16,-1.05877,-1.45782
1893-05-16,-0.829,-1.47761
1893-06-16,-1.06485,-1.42703
1893-07-16,-0.44246,-1.91046
1893-08-16,-0.46256,-2.01726
1893-09-16,-0.34112,-2.09825
1893-10-16,-0.30712,-2.32374
1893-11-16,-0.22119,-2.15631
1893-12-16,-0.2065,-2.01878
1894-01-16,-0.27053,-1.83065
1894-02-16,-0.32799,-1.81384
1894-03-16,-0.32475,-1.82308
1894-04-16,-0.22513,-1.71428
1894-05-16,-0.13275,-1.57399
1894-06-16,-0.05396,-1.39728
1894-07-16,0.19088,-1.95569
1894-08-16,-0.07906,-1.67259
1894-09-16,-0.03295,-1.94477
1894-10-16,-0.19999,-1.82309
1894-11-16,-0.56359,-1.39725
1894-12-16,-0.56733,-1.14734
1895-01-16,-0.46682,-0.95627
1895-02-16,0.45013,-1.38544
1895-03-16,-0.81084,-0.88889
1895-04-16,-0.21764,-0.87971
1895-05-16,-0.0217,-0.23802
1895-06-16,-0.04546,-0.47114
1895-07-16,0.1163,-0.59636
1895-08-16,0.40907,-0.79021
1895-09-16,0.34906,-0.47242
1895-10-16,0.50359,-0.43652
1895-11-16,0.44242,-0.32474
1895-12-16,0.38003,-0.25789
1896-01-16,0.23424,-0.39412
1896-02-16,-0.04913,-0.21624
1896-03-16,-0.03331,-0.15412
1896-04-16,0.03646,-0.17195
1896-05-16,-0.48358,-0.0166
1896-06-16,-0.08144,0.11805
1896-07-16,0.31299,0.41132
1896-08-16,1.13114,0.1807
1896-09-16,1.14034,0.134
1896-10-16,1.45056,0.16155
1896-11-16,1.71473,0.6716
1896-12-16,1.93009,0.64362
1897-01-16,1.64542,0.62706
1897-02-16,1.20614,0.2031
1897-03-16,0.84589,-0.56069
1897-04-16,0.81028,-1.24041
1897-05-16,0.02997,-0.41146
1897-06-16,-0.14228,-0.15061
1897-07-16,-0.29237,0.00013
1897-08-16,0.02719,-0.52453
1897-09-16,0.43254,-1.16882
1897-10-16,0.4841,-1.49711
1897-11-16,0.24847,-2.13377
1897-12-16,-0.00828,-1.64947
1898-01-16,-0.19288,-0.84644
1898-02-16,-0.26603,-1.23342
1898-03-16,-0.36149,-1.72178
1898-04-16,-0.52683,-1.22024
1898-05-16,-0.57169,-0.86474
1898-06-16,-0.76738,-0.83508
1898-07-16,-0.17626,-1.62323
1898-08-16,-0.44286,-1.7548
1898-09-16,-0.32782,-1.60166
1898-10-16,0.04417,-1.67281
1898-11-16,0.01629,-1.72002
1898-12-16,-0.15054,-1.65911
1899-01-16,0.09689,-1.7855
1899-02-16,0.36963,-2.11518
1899-03-16,0.97602,-1.9548
1899-04-16,0.49956,-0.87884
1899-05-16,0.59617,-0.8724
1899-06-16,0.57751,-0.89835
1899-07-16,0.76664,-0.79251
1899-08-16,1.06137,-0.57826
1899-09-16,1.64148,-0.53672
1899-10-16,1.72632,-0.31374
1899-11-16,1.67263,0.39543
1899-12-16,0.98616,0.83312
1900-01-16,1.31119,0.6971
1900-02-16,0.75845,0.95293
1900-03-16,0.27061,0.96207
1900-04-16,0.13633,0.86238
1900-05-16,0.06655,0.83058
1900-06-16,0.22347,0.2691
1900-07-16,-0.19971,0.40689
1900-08-16,-0.33293,0.02703
1900-09-16,-0.81065,0.20392
1900-10-16,-0.59148,0.21925
1900-11-16,-0.73911,0.16386
1900-12-16,-0.65903,0.17586
1901-01-16,-0.55508,0.48579
1901-02-16,-0.51409,0.45939
1901-03-16,-0.82977,0.24166
1901-04-16,-0.61536,0.09619
1901-05-16,-0.62197,-0.33164
1901-06-16,-1.0783,-0.48087
1901-07-16,-0.83347,-0.74109
1901-08-16,-0.81098,-0.59585
1901-09-16,-0.01864,-1.03259
1901-10-16,0.61348,-1.36724
1901-11-16,1.417,-1.36065
1901-12-16,0.80181,-1.11446
1902-01-16,0.28375,-0.55081
1902-02-16,-0.2537,-0.55824
1902-03-16,-0.43254,-0.1582
1902-04-16,-0.37005,0.61182
1902-05-16,0.47888,0.21206
1902-06-16,0.82241,0.25917
1902-07-16,1.37657,0.03053
1902-08-16,1.34412,0.4042
1902-09-16,1.48778,0.45686
1902-10-16,0.59451,1.76707
1902-11-16,0.78014,1.48479
1902-12-16,0.28283,1.70018
1903-01-16,0.15565,1.45953
1903-02-16,-0.24673,1.38132
1903-03-16,-1.02441,1.12397
1903-04-16,-1.35956,0.76456
1903-05-16,-1.68692,0.54275
1903-06-16,-1.53737,-0.02589
1903-07-16,-1.14435,-0.83885
1903-08-16,-0.99955,-1.71855
1903-09-16,-0.68462,-1.85156
1903-10-16,-0.96011,-1.72578
1903-11-16,-1.36541,-1.68321
1903-12-16,-1.22348,-1.65424
1904-01-16,-0.82328,-2.27959
1904-02-16,0.06934,-2.66605
1904-03-16,-0.18807,-2.40894
1904-04-16,-0.66892,-1.05153
1904-05-16,0.00538,-1.09314
1904-06-16,0.55598,-1.13492
1904-07-16,0.83917,-1.0767
1904-08-16,1.1126,-1.10879
1904-09-16,0.91227,-0.83848
1904-10-16,0.78292,-0.44183
1904-11-16,0.45608,0.08767
1904-12-16,0.3315,0.14299
1905-01-16,0.23237,0.35313
1905-02-16,-0.1882,0.63273
1905-03-16,-0.01284,0.60007
1905-04-16,0.81131,0.31828
1905-05-16,1.07121,0.45521
1905-06-16,0.48985,0.92178
1905-07-16,0.60161,0.88614
1905-08-16,0.72382,0.71908
1905-09-16,0.56635,0.99191
1905-10-16,0.60509,0.5241
1905-11-16,0.41042,0.56695
1905-12-16,0.3087,0.68439
1906-01-16,0.76126,0.15814
1906-02-16,0.60644,-0.25163
1906-03-16,0.4008,-0.46387
1906-04-16,-1.08105,0.15588
1906-05-16,-1.47173,-0.13181
1906-06-16,-1.38262,-0.74392
1906-07-16,-1.25518,-0.89804
1906-08-16,-1.00014,-1.31159
1906-09-16,-1.16823,-1.04602
1906-10-16,-1.38358,-0.74322
1906-11-16,-1.39043,-0.8878
1906-12-16,-0.93669,-1.40489
1907-01-16,-0.63723,-1.08375
1907-02-16,-0.55124,-1.36313
1907-03-16,-0.60539,-1.23946
1907-04-16,-0.79488,-0.79657
1907-05-16,-0.61932,-0.78755
1907-06-16,-0.87453,-0.46157
1907-07-16,-0.45509,-0.62629
1907-08-16,-0.54061,-0.07049
1907-09-16,-0.83176,-0.07716
1907-10-16,-1.01724,-0.09442
1907-11-16,-0.8217,-0.40839
1907-12-16,-1.10062,-0.2359
1908-01-16,-1.33143,0.43335
1908-02-16,-0.93735,-0.21227
1908-03-16,-1.08463,-0.49209
1908-04-16,-1.2821,-0.79319
1908-05-16,-1.49546,-0.71188
1908-06-16,-0.67882,-1.60046
1908-07-16,-0.4778,-1.73564
1908-08-16,-0.82611,-1.29158
1908-09-16,-0.79962,-1.61868
1908-10-16,-0.65112,-1.89558
1908-11-16,-0.62129,-1.96095
1908-12-16,-0.5406,-2.23059
1909-01-16,-0.9043,-2.07405
1909-02-16,-1.32955,-1.48071
1909-03-16,-1.44964,-0.6659
1909-04-16,-1.11697,-1.20601
1909-05-16,-0.79069,-1.57014
1909-06-16,-0.88595,-1.41922
1909-07-16,-0.72995,-1.62976
1909-08-16,-0.97925,-1.59096
1909-09-16,-1.02671,-2.26374
1909-10-16,-0.94611,-2.45578
1909-11-16,-1.27753,-2.29172
1909-12-16,-1.52479,-2.00527
1910-01-16,-0.88122,-2.35631
1910-02-16,-0.16559,-2.78356
1910-03-16,-0.74648,-3.03889
1910-04-16,-1.89235,-1.53257
1910-05-16,-1.41094,-1.18534
1910-06-16,-0.95176,-1.29328
1910-07-16,-0.00957,-2.37168
1910-08-16,0.42506,-2.77573
1910-09-16,0.2724,-2.7737
1910-10-16,0.23632,-2.61306
1910-11-16,-0.28582,-2.14697
1910-12-16,-0.5018,-2.02834
1911-01-16,-0.4275,-1.76259
1911-02-16,-1.14271,-1.14191
1911-03-16,-1.25092,-1.23639
1911-04-16,-1.02239,-0.86866
1911-05-16,-0.26504,-1.3503
1911-06-16,0.6253,-1.2601
1911-07-16,0.63542,-0.87681
1911-08-16,0.70922,-0.7181
1911-09-16,0.8609,-0.92192
1911-10-16,0.90653,0.01831
1911-11-16,0.98994,0.05108
1911-12-16,1.26228,0.05638
1912-01-16,1.507,-0.04694
1912-02-16,1.2822,-0.12969
1912-03-16,0.78727,0.16122
1912-04-16,0.0059,0.4747
1912-05-16,-0.55625,0.41484
1912-06-16,-0.5408,-0.24235
1912-07-16,-0.44611,-0.49078
1912-08-16,-0.53376,-0.21471
1912-09-16,-0.03565,-1.1668
1912-10-16,-0.33064,-1.1042
1912-11-16,-0.77589,-0.87924
1912-12-16,-0.6569,-0.83907
1913-01-16,-0.00218,-0.78503
1913-02-16,0.22255,-1.05918
1913-03-16,-0.56939,-0.9625
1913-04-16,-0.96928,-0.47368
1913-05-16,-0.57479,-0.6314
1913-06-16,0.18593,-1.0573
1913-07-16,0.38197,-1.01243
1913-08-16,0.26777,-0.68114
1913-09-16,0.29659,-0.67366
1913-10-16,0.32936,-0.6037
1913-11-16,0.49943,-0.09782
1913-12-16,0.73066,0.26986
1914-01-16,0.87694,0.34572
1914-02-16,0.1398,0.25072
1914-03-16,-0.21049,0.40939
1914-04-16,-0.6283,0.39214
1914-05-16,-0.58209,0.67131
1914-06-16,-0.3398,-0.06517
1914-07-16,0.06511,0.18016
1914-08-16,0.12881,0.40021
1914-09-16,0.30444,0.61171
1914-10-16,0.37094,0.85003
1914-11-16,0.56399,0.58713
1914-12-16,0.25069,1.04504
1915-01-16,0.236,1.13951
1915-02-16,-0.13974,1.07217
1915-03-16,-0.08141,0.56141
1915-04-16,-0.53129,1.44713
1915-05-16,-0.36253,1.26479
1915-06-16,0.68607,-0.29581
1915-07-16,0.81203,-0.97206
1915-08-16,0.24711,-1.338
1915-09-16,0.01273,-1.57063
1915-10-16,-0.1108,-1.77753
1915-11-16,-0.82714,-1.82979
1915-12-16,-0.6692,-1.96467
1916-01-16,-0.2281,-1.21369
1916-02-16,0.07918,-1.75547
1916-03-16,-0.15645,-0.93207
1916-04-16,-0.89785,-1.3842
1916-05-16,-1.39241,-0.46154
1916-06-16,-1.51528,-1.17804
1916-07-16,-2.09882,-1.00852
1916-08-16,-1.9642,-1.32345
1916-09-16,-1.10287,-2.31494
1916-10-16,-0.96326,-3.25376
1916-11-16,-0.32236,-4.24191
1916-12-16,-0.21188,-4.27958
1917-01-16,-0.04635,-4.38414
1917-02-16,-0.05758,-4.11837
1917-03-16,-0.03803,-3.69262
1917-04-16,1.63509,-3.63012
1917-05-16,1.46649,-3.11084
1917-06-16,1.57211,-3.45519
1917-07-16,1.80764,-3.71084
1917-08-16,2.10846,-4.36964
1917-09-16,0.17182,-2.76905
1917-10-16,-0.34829,-3.20374
1917-11-16,-0.72651,-2.59976
1917-12-16,-1.10971,-1.62099
1918-01-16,-0.43104,-1.69436
1918-02-16,-0.27288,-1.51878
1918-03-16,-0.13181,-1.55553
1918-04-16,0.43498,-1.73602
1918-05-16,1.31832,-1.28118
1918-06-16,1.16599,-0.61354
1918-07-16,1.05511,-0.57419
1918-08-16,1.72537,-0.81604
1918-09-16,1.29384,-0.40214
1918-10-16,1.00558,0.59714
1918-11-16,0.90558,1.46282
1918-12-16,0.50609,1.63596
1919-01-16,0.59311,1.28202
1919-02-16,1.13703,0.09025
1919-03-16,0.84966,-0.03415
1919-04-16,0.35364,-1.39253
1919-05-16,0.74964,-1.61279
1919-06-16,0.03958,-1.12131
1919-07-16,0.19465,-1.15316
1919-08-16,0.57786,-2.12705
1919-09-16,1.11087,-1.38141
1919-10-16,1.59683,-1.20742
1919-11-16,0.80379,-1.20283
1919-12-16,0.80282,-0.56744
1920-01-16,0.67426,-0.53554
1920-02-16,0.53828,-0.13963
1920-03-16,0.53456,-0.54291
1920-04-16,-0.03617,-0.3941
1920-05-16,-0.20796,-0.62421
1920-06-16,-0.90484,-0.11279
1920-07-16,-0.92484,0.14524
1920-08-16,-0.60753,0.03235
1920-09-16,-0.66857,-0.04776
1920-10-16,-1.3408,-0.10914
1920-11-16,-0.62902,-0.39175
1920-12-16,-0.26957,-1.01308
1921-01-16,-0.24594,-0.99387
1921-02-16,-0.11002,-2.27053
1921-03-16,-0.94747,-2.63743
1921-04-16,-0.96969,-2.11783
1921-05-16,-0.3425,-1.52448
1921-06-16,-0.29616,-1.82154
1921-07-16,-0.26127,-1.09165
1921-08-16,-0.34466,-0.39181
1921-09-16,-0.50565,-0.30264
1921-10-16,0.20601,0.20838
1921-11-16,0.52224,0.11942
1921-12-16,-0.37347,0.05805
1922-01-16,-0.53405,-0.10347
1922-02-16,-1.0364,-0.88792
1922-03-16,-0.8546,-0.23123
1922-04-16,-1.04281,-0.63922
1922-05-16,-1.02692,-0.21939
1922-06-16,-1.10176,-1.10538
1922-07-16,-0.94008,-1.5342
1922-08-16,-1.12718,-1.6435
1922-09-16,-1.30596,-1.83776
1922-10-16,-1.15498,-1.59451
1922-11-16,-0.79035,-1.16522
1922-12-16,-1.09843,-0.99036
1923-01-16,-0.37842,-1.39755
1923-02-16,-0.41172,-1.59359
1923-03-16,-0.45261,-0.61186
1923-04-16,-0.20631,-0.55343
1923-05-16,0.11305,-0.49086
1923-06-16,0.27953,-0.50613
1923-07-16,0.54633,-0.75253
1923-08-16,0.19695,-0.41787
1923-09-16,0.02906,-0.03554
1923-10-16,-0.16075,0.14984
1923-11-16,-0.22316,0.21896
1923-12-16,-0.73963,0.62331
1924-01-16,-1.27185,1.11918
1924-02-16,-1.08932,0.43468
1924-03-16,-1.31382,0.43268
1924-04-16,-1.25153,0.10154
1924-05-16,-1.30241,-0.25848
1924-06-16,-1.75559,-0.72044
1924-07-16,-1.5296,-1.18427
1924-08-16,-1.27346,-1.68611
1924-09-16,-0.75822,-2.25012
1924-10-16,-0.15228,-2.65659
1924-11-16,-0.40498,-2.5047
1924-12-16,-1.09966,-2.01542
1925-01-16,-0.79821,-2.06222
1925-02-16,-0.27047,-2.33825
1925-03-16,0.68047,-2.12776
1925-04-16,0.59471,-1.6885
1925-05-16,0.0712,-1.15715
1925-06-16,0.20564,-1.19693
1925-07-16,0.63737,-0.97442
1925-08-16,0.64758,-0.60342
1925-09-16,0.2584,-0.33635
1925-10-16,0.10372,0.15436
1925-11-16,0.19258,0.64651
1925-12-16,0.25202,0.82627
1926-01-16,0.41442,0.90543
1926-02-16,0.15946,0.63809
1926-03-16,0.41939,0.44628
1926-04-16,0.38493,0.38736
1926-05-16,-0.02842,0.19587
1926-06-16,-0.5857,0.12422
1926-07-16,-0.7935,-0.05222
1926-08-16,-0.79322,-0.31446
1926-09-16,-0.65351,-1.02786
1926-10-16,-0.73444,-1.51908
1926-11-16,-0.47315,-1.44031
1926-12-16,-0.0494,-1.60055
1927-01-16,0.46246,-1.79197
1927-02-16,0.49257,-1.63674
1927-03-16,0.21019,-1.65576
1927-04-16,-0.19727,-1.5824
1927-05-16,-0.32965,-1.15554
1927-06-16,-0.28767,-1.07237
1927-07-16,-0.46456,-0.76758
1927-08-16,-0.37433,-0.67303
1927-09-16,0.03578,-0.83585
1927-10-16,0.02403,-0.72167
1927-11-16,0.06886,-0.83167
1927-12-16,-0.51893,-0.4282
1928-01-16,-0.58258,-0.05716
1928-02-16,-0.34778,-0.4175
1928-03-16,-0.137,-0.86532
1928-04-16,-0.33347,-0.62956
1928-05-16,-0.58065,-0.28417
1928-06-16,-0.97333,-0.42307
1928-07-16,-0.73949,-0.18383
1928-08-16,-0.56264,-0.58196
1928-09-16,-0.54799,-0.73637
1928-10-16,-0.29136,-1.14047
1928-11-16,-0.62293,-0.6301
1928-12-16,-0.5945,-0.79817
1929-01-16,-1.01845,-0.53681
1929-02-16,-0.50865,-0.86964
1929-03-16,-0.05787,-0.9694
1929-04-16,-0.15067,-0.77972
1929-05-16,-0.05774,-0.83778
1929-06-16,-0.03592,-0.63332
1929-07-16,-0.03514,-0.54128
1929-08-16,0.00414,-0.69078
1929-09-16,-0.11136,-0.56206
1929-10-16,-0.41154,-0.29731
1929-11-16,-0.13736,-0.6183
1929-12-16,-0.69349,-0.07096
