time,E,C
1993-10-16,0.27013,0.21097
1993-11-16,-0.01822,0.26294
1993-12-16,-0.26587,0.54047
1994-01-16,-0.1523,0.53715
1994-02-16,-0.39733,0.3647
1994-03-16,-0.9272,0.63184
1994-04-16,-1.14513,0.88279
1994-05-16,-0.75696,0.8222
1994-06-16,-0.75886,0.85401
1994-07-16,-1.12212,1.09452
1994-08-16,-1.40869,1.35707
1994-09-16,-0.73121,0.98713
1994-10-16,0.06506,1.09027
1994-11-16,0.20764,1.30815
1994-12-16,0.16766,1.38025
1995-01-16,0.2483,1.21584
1995-02-16,-0.28891,1.24178
1995-03-16,-0.91865,1.33029
1995-04-16,-1.51394,1.33591
1995-05-16,-1.46255,0.8981
1995-06-16,-1.00336,0.59616
1995-07-16,-0.71198,0.2817
1995-08-16,-0.89733,-0.22293
1995-09-16,-0.7795,-0.60441
1995-10-16,-0.70305,-0.71763
1995-11-16,-0.51595,-0.97635
1995-12-16,-0.85861,-0.73007
1996-01-16,-0.65069,-0.64095
1996-02-16,-0.38574,-0.68904
1996-03-16,-0.22207,-0.48213
1996-04-16,-1.15343,-0.12093
1996-05-16,-0.92165,-0.20343
1996-06-16,-1.05595,-0.17653
1996-07-16,-0.70444,-0.36548
1996-08-16,-0.65298,-0.21692
1996-09-16,-0.56983,-0.41835
1996-10-16,-0.69196,-0.33759
1996-11-16,-0.98201,-0.09779
1996-12-16,-1.38105,-0.18353
1997-01-16,-1.28278,0.1598
1997-02-16,-0.9164,0.25323
1997-03-16,-0.25727,0.28003
1997-04-16,-0.17873,0.77863
1997-05-16,0.96775,0.67157
1997-06-16,2.15907,0.35648
1997-07-16,2.77096,0.60216
1997-08-16,3.25194,0.71425
1997-09-16,3.35161,0.89354
1997-10-16,3.45024,0.96991
1997-11-16,3.74945,1.01104
1997-12-16,3.90874,0.71453
1998-01-16,3.49719,1.0379
1998-02-16,2.87491,0.94702
1998-03-16,2.73451,0.38301
1998-04-16,2.78789,-0.18861
1998-05-16,2.85771,-0.53781
1998-06-16,2.40424,-1.40726
1998-07-16,1.53329,-1.64041
1998-08-16,1.30014,-2.02109
1998-09-16,0.62499,-1.98128
1998-10-16,0.83774,-2.35487
1998-11-16,0.73856,-2.22674
1998-12-16,0.56614,-2.40133
1999-01-16,0.43396,-2.49972
1999-02-16,0.63981,-2.30323
1999-03-16,0.89073,-1.97666
1999-04-16,-0.00222,-1.54282
1999-05-16,0.07109,-1.46391
1999-06-16,-0.07098,-1.42446
1999-07-16,0.22441,-1.58166
1999-08-16,0.17605,-1.67699
1999-09-16,-0.60521,-1.38966
1999-10-16,-0.67996,-1.51296
1999-11-16,-0.59426,-1.87363
1999-12-16,-0.31911,-2.18855
2000-01-16,-0.46848,-2.06045
2000-02-16,0.08284,-2.10449
2000-03-16,0.535,-1.84499
2000-04-16,1.01661,-1.81791
2000-05-16,0.67832,-1.64416
2000-06-16,0.02004,-1.12431
2000-07-16,-0.16074,-0.8418
2000-08-16,-0.3862,-0.69487
2000-09-16,-0.17897,-0.71675
2000-10-16,-0.09957,-0.9681
2000-11-16,-0.51277,-0.93598
2000-12-16,-0.17431,-1.25117
2001-01-16,0.11105,-1.15104
2001-02-16,0.27831,-1.07424
2001-03-16,0.69677,-1.04981
2001-04-16,0.58565,-0.90388
2001-05-16,0.00572,-0.43065
2001-06-16,-0.4361,-0.0202
2001-07-16,-0.52481,0.29718
2001-08-16,-0.7354,0.40755
2001-09-16,-1.2574,0.4428
2001-10-16,-1.15369,0.44919
2001-11-16,-1.17355,0.22416
2001-12-16,-1.04545,0.10955
2002-01-16,-1.04203,0.52724
2002-02-16,-0.58256,0.52531
2002-03-16,0.20257,0.25293
2002-04-16,-0.05765,0.45101
2002-05-16,-0.07942,0.78595
2002-06-16,-0.01138,1.05809
2002-07-16,-0.41455,1.17053
2002-08-16,-0.40638,1.1958
2002-09-16,0.01652,1.1069
2002-10-16,0.26258,1.14161
2002-11-16,0.53747,1.35485
2002-12-16,0.49801,1.32886
2003-01-16,0.01618,1.01871
2003-02-16,-0.37443,1.23687
2003-03-16,-0.48456,1.11844
2003-04-16,-0.94236,0.72766
2003-05-16,-1.42093,0.29304
2003-06-16,-1.14642,0.47851
2003-07-16,-0.64429,0.70563
2003-08-16,-0.16628,0.50435
2003-09-16,-0.49892,0.60389
2003-10-16,-0.0625,0.65585
2003-11-16,0.21421,0.5939
2003-12-16,0.11257,0.65321
2004-01-16,-0.13002,0.71376
2004-02-16,-0.12235,0.61402
2004-03-16,-0.36537,0.40405
2004-04-16,-0.42298,0.44026
2004-05-16,-1.20865,0.70271
2004-06-16,-0.94853,0.76459
2004-07-16,-0.86304,1.02979
2004-08-16,-0.92638,1.34662
2004-09-16,-0.63232,1.32685
2004-10-16,-0.32208,1.23237
2004-11-16,0.01831,1.07931
2004-12-16,-0.0688,1.19702
2005-01-16,-0.57303,1.42071
2005-02-16,-1.04159,1.17828
2005-03-16,-1.10592,1.26401
2005-04-16,-0.59574,0.91593
2005-05-16,-0.27598,0.65772
2005-06-16,-0.36382,0.47343
2005-07-16,0.08111,-0.07145
2005-08-16,-0.09377,0.08445
2005-09-16,-0.597,0.21726
2005-10-16,-1.06831,0.32622
2005-11-16,-1.56037,-0.03347
2005-12-16,-1.24318,-0.50341
2006-01-16,-0.32218,-0.8622
2006-02-16,0.5366,-1.10215
2006-03-16,0.09047,-0.86565
2006-04-16,-0.67919,-0.03449
2006-05-16,-0.22739,0.11535
2006-06-16,-0.17627,0.18193
2006-07-16,-0.07697,0.32187
2006-08-16,0.14615,0.61646
2006-09-16,0.506,0.75123
2006-10-16,0.60934,0.94363
2006-11-16,0.43525,1.25946
2006-12-16,0.45389,1.23954
2007-01-16,0.49398,0.82253
2007-02-16,-0.14234,0.57566
2007-03-16,-0.73544,0.50578
2007-04-16,-0.93926,0.39328
2007-05-16,-1.28059,0.20393
2007-06-16,-1.1516,0.19485
2007-07-16,-0.88772,-0.1284
2007-08-16,-1.24072,-0.27168
2007-09-16,-1.0071,-0.92933
2007-10-16,-1.18393,-1.14349
2007-11-16,-1.21753,-1.42227
2007-12-16,-1.10381,-1.64278
2008-01-16,-0.16522,-2.25507
2008-02-16,0.51809,-2.51934
2008-03-16,0.70442,-2.04864
2008-04-16,0.79006,-1.67319
2008-05-16,0.99359,-1.53007
2008-06-16,0.91372,-1.28909
2008-07-16,1.22724,-1.1102
2008-08-16,1.53138,-1.11592
2008-09-16,1.17341,-1.13927
2008-10-16,0.69123,-0.91496
2008-11-16,0.25328,-0.91333
2008-12-16,-0.12488,-1.16129
2009-01-16,0.26164,-1.33403
2009-02-16,-0.08212,-1.03883
2009-03-16,-0.42898,-0.68378
2009-04-16,0.24002,-0.31213
2009-05-16,0.37912,0.09723
2009-06-16,0.52474,0.42329
2009-07-16,0.58926,0.55798
2009-08-16,0.48303,0.74217
2009-09-16,0.1229,0.99328
2009-10-16,-0.10234,1.49262
2009-11-16,-0.11748,1.96088
2009-12-16,0.08156,2.09778
2010-01-16,-0.15469,2.06867
2010-02-16,-0.06142,1.66776
2010-03-16,-0.21072,1.38617
2010-04-16,-0.22196,0.98904
2010-05-16,-0.03344,0.09618
2010-06-16,-0.30276,-0.54123
2010-07-16,-0.5849,-1.01542
2010-08-16,-0.51245,-1.63256
2010-09-16,-0.44242,-2.09659
2010-10-16,-0.4613,-2.30917
2010-11-16,-0.50477,-2.28957
2010-12-16,-0.47621,-2.26579
2011-01-16,-0.09783,-2.19874
2011-02-16,0.21394,-1.72
2011-03-16,-0.21467,-1.20784
2011-04-16,0.24573,-1.07051
2011-05-16,0.26302,-0.84168
2011-06-16,0.39859,-0.72751
2011-07-16,0.27807,-0.71067
2011-08-16,0.05454,-0.94769
2011-09-16,-0.19647,-1.13468
2011-10-16,-0.53392,-1.32919
2011-11-16,-0.43934,-1.42163
2011-12-16,-0.23478,-1.59614
2012-01-16,0.36481,-1.55447
2012-02-16,0.93599,-1.42718
2012-03-16,0.70044,-1.14351
2012-04-16,1.00572,-0.93889
2012-05-16,0.96251,-0.7978
2012-06-16,1.1557,-0.50173
2012-07-16,0.87052,-0.19747
2012-08-16,0.33256,0.28417
2012-09-16,0.05078,0.34297
2012-10-16,-0.48386,0.59657
2012-11-16,-0.54874,0.60937
2012-12-16,-0.8344,0.20382
2013-01-16,-0.69659,-0.10966
2013-02-16,-0.39629,-0.29062
2013-03-16,-0.02174,-0.32017
2013-04-16,-0.52408,0.02114
2013-05-16,-1.09838,0.09851
2013-06-16,-1.42891,0.19363
2013-07-16,-1.16543,0.08476
2013-08-16,-1.06248,0.02167
2013-09-16,-0.71362,-0.0266
2013-10-16,-0.60246,0.11333
2013-11-16,-0.53889,0.15704
2013-12-16,-0.36311,-0.07922
2014-01-16,-0.20319,-0.31283
2014-02-16,-0.89577,0.12479
2014-03-16,-0.56967,0.44509
2014-04-16,-0.31519,0.68217
2014-05-16,0.30061,0.61661
2014-06-16,0.71896,0.35144
2014-07-16,0.55753,0.15741
2014-08-16,0.3154,0.22774
2014-09-16,0.07034,0.50427
2014-10-16,0.14381,0.74041
2014-11-16,0.16175,1.08908
2014-12-16,-0.08585,1.08466
2015-01-16,-0.48598,1.26399
2015-02-16,-1.01337,1.51144
2015-03-16,-0.82906,1.47657
2015-04-16,-0.05928,1.51473
2015-05-16,0.55019,1.36577
2015-06-16,1.21098,1.34422
2015-07-16,1.69223,1.38533
2015-08-16,1.34883,1.83846
2015-09-16,1.84397,1.83571
2015-10-16,1.87629,2.04833
2015-11-16,1.7881,2.49023
2015-12-16,1.90712,2.29981
2016-01-16,1.70943,2.25821
2016-02-16,1.00889,2.20811
2016-03-16,0.86393,1.77432
2016-04-16,0.16084,1.41517
2016-05-16,-0.00133,0.85023
2016-06-16,0.03935,0.54878
2016-07-16,-0.32051,0.13217
2016-08-16,-0.27627,-0.16842
2016-09-16,0.1912,-0.57296
2016-10-16,-0.03904,-0.73944
2016-11-16,-0.01722,-0.73699
2016-12-16,-0.06295,-0.41457
2017-01-16,0.56201,-0.42493
2017-02-16,0.996,-0.26812
2017-03-16,0.95643,-0.15944
2017-04-16,0.65838,0.24721
2017-05-16,0.15706,0.48963
2017-06-16,-0.35208,0.70329
2017-07-16,-0.36191,0.61632
2017-08-16,-0.48591,0.18393
2017-09-16,-0.88406,-0.07041
2017-10-16,-0.81694,-0.26961
2017-11-16,-1.06663,-0.44949
2017-12-16,-1.28769,-0.59756
2018-01-16,-1.13559,-0.53364
2018-02-16,-0.93322,-0.33884
2018-03-16,-1.18531,-0.133
2018-04-16,-1.03246,0.29789
2018-05-16,-0.79559,0.46583
2018-06-16,-0.71175,0.70045
2018-07-16,-0.4107,0.62284
2018-08-16,-0.72855,0.78949
2018-09-16,-0.5245,1.02267
2018-10-16,-0.40815,1.51093
2018-11-16,0.00639,1.39373
2018-12-16,0.16069,1.23036
2019-01-16,0.12876,1.08503
2019-02-16,0.05301,1.17226
2019-03-16,-0.06627,1.2856
2019-04-16,0.06143,1.15462
2019-05-16,0.02164,1.07935
2019-06-16,-0.54676,1.25114
2019-07-16,-1.07123,1.44742
2019-08-16,-1.24051,1.21954
2019-09-16,-1.16315,1.05027
2019-10-16,-1.11918,1.40084
2019-11-16,-0.62614,1.32536
2019-12-16,-0.67968,1.27758
2020-01-16,-0.72033,1.40806
2020-02-16,-0.51656,1.12176
2020-03-16,-0.58083,1.22527
2020-04-16,-0.20382,1.00059
2020-05-16,-0.34627,0.31154
2020-06-16,-0.99159,0.39661
2020-07-16,-1.12631,0.33932
2020-08-16,-0.86793,-0.20161
2020-09-16,-1.08775,-0.61751
2020-10-16,-0.67569,-1.12825
2020-11-16,-0.62489,-1.29407
2020-12-16,-0.28505,-1.4186
2021-01-16,-0.07829,-1.41457
2021-02-16,-0.13936,-1.26914
2021-03-16,-0.30586,-0.81881
2021-04-16,-0.68477,-0.45594
